3.804598525401821085e-01,-9.124493527220067790e-02,-9.599408262515662926e-02
4.483023690423881269e-01,-7.381632575458899059e-02,-1.510530365844317546e-01
4.986608234061112310e-01,-1.210778862589140525e-01,-1.670574546411781602e-01
4.888671008063329992e-01,-3.001497041466652527e-02,-8.867712080456961743e-02
4.445937059101217059e-01,-7.430811085879139577e-02,-1.042772058351170567e-01
3.454092509073194428e-01,-1.125233573097661616e-01,-1.392640254239416175e-02
4.130502065610153206e-01,-1.054977058902453607e-01,-1.682869335089664381e-02
5.020755425911730407e-01,-8.686286839741258481e-02,7.174489036284542598e-02
6.016518914459971779e-01,-1.801099375342733455e-01,-4.542989218685206110e-03
6.538916590413665908e-01,-2.548824437356121408e-01,-3.617441819497221878e-02
6.138955170006610285e-01,-2.446734256176675559e-01,-1.260504657352848612e-01
6.040895928661685899e-01,-2.335901131854031254e-01,-2.022163608709131311e-01
5.723746100706562645e-01,-2.326797633547736388e-01,-2.414233387564354572e-01
5.559418771012818450e-01,-2.497675630255510593e-01,-3.227605703250645552e-01
5.735411572191454477e-01,-3.349563907110727490e-01,-3.066566839466084993e-01
4.901154604105849022e-01,-3.271316271800103204e-01,-2.365028873607771254e-01
4.478747124729098306e-01,-4.105826558423238959e-01,-2.724068689134838128e-01
4.327745511703884884e-01,-3.881495344963644678e-01,-3.421005028335479259e-01
3.335668239151122760e-01,-3.195330718110033219e-01,-3.510826392425487330e-01
3.482929456793547596e-01,-2.592674391997129568e-01,-2.984332316575143973e-01
4.206797587093350499e-01,-2.948772318655765723e-01,-3.596743209696452448e-01
3.232204751522613773e-01,-3.156658216244538906e-01,-3.383732932588300324e-01
3.365240013991826484e-01,-2.399025777778259483e-01,-2.728176286459917943e-01
3.358310592983416720e-01,-3.153643721127101784e-01,-2.727023082829723721e-01
4.197282771182780925e-01,-2.391932098969006271e-01,-2.378871896216929460e-01
4.515094250722845315e-01,-1.733867861411007572e-01,-2.004795074867377902e-01
4.763479952709354093e-01,-1.930344681258871209e-01,-2.205781549739233016e-01
4.736167028553702751e-01,-1.166884883365606890e-01,-1.922727872101678281e-01
5.387096909324489147e-01,-1.161523087247553210e-01,-1.849797006275970546e-01
5.784682820321862540e-01,-7.723705310612619113e-02,-2.410850092113638321e-01
