5.221117759592993485e-02,1.444589909441678088e-01,-2.457288920770599461e-01
1.052204706375751281e-01,3.732277763326463660e-01,9.444640666970800513e-01
3.150178111949127890e-01,3.425968446321068228e-01,6.602031316419243456e-01
1.497857747978298404e-01,-3.658448794838649043e-01,8.511245663443811615e-02
1.958938218083781935e-01,8.260543799447448432e-01,-1.830852770237194616e-01
1.795023915665044101e-01,-1.790293992466851503e-01,-6.952202377701313107e-01
1.320962779806043007e-02,-5.336344186543828805e-01,2.155684257084575783e-01
2.948158267243503050e-01,-9.826314897584691455e-01,-8.158592917131035627e-02
2.647539103169151420e-01,9.235789191864907099e-01,-6.776041489285575814e-01
2.172136823127665886e-02,-7.013887688044362356e-01,-3.463095505265958440e-01
1.190699450004114590e-01,1.828814387043053991e-01,-9.067913186068419229e-01
3.012353744748147988e-01,3.277277485959060321e-01,7.133943003592557730e-02
3.216792613528436373e-01,-1.381736244751716747e-01,-4.027642080048687845e-01
2.440160304378247991e-01,6.176066145240095562e-01,4.341513632499314213e-01
2.819190405323620530e-01,-7.616690364333518204e-01,8.617997869948805789e-01
8.867081663480090581e-02,2.434668309172010048e-01,-4.881141259741981209e-01
1.690877384990052967e-01,8.815032104958204773e-01,-3.215967832498336509e-01
3.228851440671811623e-01,-4.672368341434030015e-03,8.606978526405351104e-01
1.610978574868315860e-01,-2.318404309575645694e-01,6.306682629259512396e-01
9.309057837501304167e-02,6.199948486965207728e-01,-4.335070254576558479e-01
1.214474348910174889e-01,5.105922828994464702e-01,-2.368528705728301098e-01
2.444830811845769558e-01,-6.625852377582956976e-01,-6.244048528540209198e-01
3.680170289415269497e-02,7.066800163396325107e-01,6.308604599455611694e-01
2.597652422704535002e-01,8.189240643902058192e-01,-9.948008977554962939e-01
2.587170983546125957e-01,-9.504189815659069840e-01,-6.675837951688279315e-01
1.306979651956812274e-02,-7.296508490702140470e-01,-9.520417347957614851e-01
2.891935260666155805e-01,-5.303641663208498169e-01,8.119698895333904431e-02
2.098414582340047130e-01,-3.007083151902252283e-01,-3.522269177349546254e-04
2.118222312237322269e-01,8.502693332615143262e-01,-5.435311493811556538e-02
1.009567311615039986e-01,7.346164154639982513e-01,1.269549211977214487e-01
1.836776503436233499e-01,7.231225827570157971e-01,7.469361415356128298e-01
1.857404294271019218e-01,8.461717330799856107e-02,8.966494393945498853e-01
2.720977682307042511e-01,-6.660492727862563633e-01,6.002446275000583586e-01
1.040286659553212034e-01,-3.663640544466333360e-01,5.699944006034478594e-01
2.533413838494087966e-01,9.671466079051023179e-01,3.739698829800803814e-01
7.064566883004856634e-02,-8.632012769898775861e-01,-6.691582217214595563e-01
2.689221894408994409e-02,-3.959789147771339834e-01,1.951182261254065242e-01
2.299098599888292904e-01,-4.929095528073221821e-01,-9.275744816343012289e-02
2.299182373909672561e-01,-3.893415264977237999e-01,-7.153272377265573745e-01
3.448178712413516034e-02,-9.156273589774561739e-01,-5.497573195372893462e-01
2.698394996126782797e-01,1.359733770567885802e-01,-8.716973386643664945e-01
1.127623320267859691e-01,-3.267007525232501486e-02,-1.800602680736269612e-01
6.616239941166455855e-03,-5.934165948072220864e-01,-4.953482199799503771e-01
1.094748709939691450e-01,-3.817224437648425450e-02,-7.125593000219627715e-01
1.316252763834236672e-01,-1.590730635388020175e-01,9.546784565318535698e-01
4.863142104475490918e-02,4.808219147077188449e-01,1.953315747633956878e-01
3.220014562944357173e-01,8.458394598452314561e-01,-8.673250078898084858e-01
2.583434818128986163e-02,2.673625316215313408e-01,-4.865184888510201144e-01
1.099797576182427877e-01,-1.609927820289365208e-01,2.591598049190459996e-01
1.451462003559129132e-01,-7.272134782926251706e-01,4.921027787772691564e-01
