7.930561055723676089e-01,1.132755281436159667e-02,4.762437057077041347e-01
3.738921294679697915e-01,1.186833848093912236e-01,3.527302900849766942e-01
6.757933364537770382e-01,-2.067887990465803183e-01,7.243655642726331001e-01
7.197347372172752111e-01,1.954262806694080368e-01,7.015190881118393840e-01
6.502310149466883349e-01,4.843729982137374712e-01,1.000000000000000000e+00
5.199568075991171101e-01,9.533058675299723728e-01,1.000000000000000000e+00
1.976493933610982134e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.404530724902653960e-01,1.000000000000000000e+00,6.333957554516931321e-01
6.383206712756398504e-01,9.936198339561148618e-01,6.336219448004389854e-01
1.000000000000000000e+00,8.435572337783696639e-01,3.573930915786549534e-01
1.000000000000000000e+00,9.847281577433978361e-01,7.965001450026637508e-01
1.000000000000000000e+00,7.525615480349863162e-01,1.000000000000000000e+00
