-1.472762142361428057e-03,-3.932649242771395909e-02
-4.628644375924082649e-02,9.703142926844054994e-02
-5.602175026673834879e-02,-9.359833013702277549e-02
7.093942194151914293e-02,-6.583508017043285254e-02
6.867258277924000176e-02,4.464766635545629886e-02
-8.415882051000250774e-02,-7.927084522297223046e-02
-9.418281874214118332e-03,4.858520545388966827e-02
-7.679930070555868182e-02,-6.427981898125201266e-02
5.444829593101181697e-02,-3.507987197545421598e-02
6.120624282954965217e-02,-7.702763679248909867e-02
8.843874578336244352e-02,-9.690093445613681689e-02
-6.986207893564037874e-02,-8.516626223948119134e-02
3.531143293001759442e-02,7.828383218273755884e-02
-8.370249731372839119e-02,-2.073606181093164136e-02
7.435468949941885508e-02,-8.795702723143838941e-02
-3.103972212207051218e-02,-2.055455839029474152e-02
-2.026083729098369229e-02,8.534527086805199225e-02
6.489843785048943214e-02,9.813422137909388887e-02
-9.033920517147193963e-02,-1.237023335631089009e-02
4.379304817948777295e-02,3.768338803423650074e-02
8.716065623108965044e-02,8.463697286644379300e-03
-6.777412764676575552e-02,-2.748072633638369913e-02
-6.646922297305453420e-02,-8.439797435557437610e-02
9.149405569131517646e-02,8.151887575916339597e-04
-4.350940836987089722e-02,3.136643705537996152e-02
-1.590569687967016352e-02,9.723873572475422167e-02
-6.558867049732146348e-02,-3.357464233386960040e-02
-5.050772443326721067e-02,3.262438682632667203e-02
-7.611015599732665060e-02,6.237974933187835636e-02
2.058816941899759348e-02,-1.181670863982871127e-02
-1.006116949591269287e-02,-9.247275507021870955e-02
4.882752771559495733e-03,-2.012408723425600579e-02
7.783973857261793083e-02,-6.050683095154352556e-03
-5.673644663534021387e-02,8.770254740150423833e-02
-5.996243183977534308e-02,5.372541916316813521e-02
2.018802681857922998e-02,6.933158989985202525e-02
2.754335067218074626e-02,7.419033808308615752e-02
-2.129570680968451146e-02,-1.960772319977786143e-02
1.532637722685810215e-02,8.746352396201249879e-02
-9.355459148181309581e-02,1.640601179765519696e-02
9.788984159146724151e-02,2.116289245805507216e-02
6.921003902939558416e-02,-5.581573575824397282e-02
3.460166280182484094e-02,8.954152839169234046e-02
-2.398409282014624219e-04,6.999456048343022374e-02
1.807337374323709708e-02,-7.090881171883223200e-02
-5.462263898768873749e-02,-3.177467913593678972e-02
-3.981005281328638123e-02,-5.178416889355104413e-02
3.051846731888052753e-03,-9.701962278718240240e-02
9.462401928596766987e-02,8.581651488300373609e-02
8.824546225583784764e-02,5.969545314445467987e-02
-3.741450265618880000e-02,-4.690074790696235202e-02
-4.701489210276148939e-02,-4.752101745438291197e-02
-9.938374169570290961e-02,6.834653347331816342e-02
6.030983358836339292e-02,-3.443988116096968061e-02
-7.513758833332298548e-02,-4.559190624773475087e-02
7.221448953741692323e-02,3.169435874454662721e-03
-7.064553397721698436e-02,5.887720234212843323e-02
8.001582262319235916e-02,-5.619432995627460237e-02
-6.713744244359123869e-02,-7.083981376501195804e-02
-3.236161335432024416e-02,-2.515200973520850466e-02
-5.035254893584737573e-02,-4.167689240407131124e-02
-5.022680323320525414e-02,-2.626961896451509779e-02
-8.332778989006175974e-02,-5.628143046323461768e-02
